,Unnamed: 0,Unnamed: 0.1,address,categories,city,name,postalCode,province,reviews.rating,reviews.text,reviews.username
389,389,392,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"My stay was wonderful! I would recommend this hotel highly. From the valet parking attendant to the rest of the staff, everyone was wonderful. The rooms were immaculate and there are plenty of shops and restaurants within walking distance. The metro statio is about 10 blocks from the hotel but t he free trolley makes it a breeze to get thrs. I wish my stay was longer and I will definitely stay at the Monaco again!",Brenda
390,390,393,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Got there a little late as the wine tasting was over. We had been trying to wait as a violent storm pushed ahead of us. We were successful, but it put us checking into the hotel after 10:00 at night. By the time we got everything unpacked and settled into the beautiful and well-appointed room, only a few items were still being delivered 24/7 by rooms service. The food and its service was my only disappointment.The brocolli cheese soap was cold when we got it, but the hummus was well-warmed to a degree that would have better suited the soup.My mother didn't received any napkins or utensils, so I shared my knife with her for the hummus/pitas.I ended up pulling out some travel napkins from my bag. I wish there had been a coffee maker in the room, but we ordered a carafe of it for breakfast.So those were the annoyances, but the room was so gorgeous felt roomy and was so well-appointed and comfortable. The linens and pillows were top of the line and it felt as though we were in capable and caring hands.I look forward staying here again.",Rus
391,391,394,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,3.0,"The hotel is very convenient in its location to all the stuff in old town. The staff was courteous and professional. The decor is something of an aquired taste. The room was large and clean and a good price. However my ""courtyard view"" was little more than a view of the hotel's trash dumpster.  The situation with room service is sub par. It's a long story. Over all the hotel is a good place to stay given how centrally located it is in old town. Just don't expect too much from the room service.",A verified traveler
392,392,395,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,2.0,"The hotel is very convenient in its location to all the stuff in old town. The staff was courteous and professional. The decor is something of an aquired taste. The room was large and clean and a good price. However my ""courtyard view"" was little more than a view of the hotel's trash dumpster.  The situation with room service is sub par. It's a long story. Over all the hotel is a good place to stay given how centrally located it is in old town. Just don't expect too much from the room service.",A verified traveler
393,393,396,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Wonderful place to stay for both Alexandria and DC visit. Staff was very courteous, freindly, and responsive to requests. Rooms and public areas were very nice. Little details -- like chilled drinks in the lobby and option to have a gold fish in your room -- make this hotel feel like a home away from home.",A verified traveler
394,394,397,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Lovely hotel. Comfortable and spacious room, amazingly quiet with excellent blackout draperies which enabled us to sleep soundly. The staff was very pleasant and efficient. When we had problems with the TV remote, an engineer was sent promptly to our room to take care of it. Wish we could have stayed another night or two! Convenient inside parking was a plus.",JC
395,395,398,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"This boutique hotel was fantastic! The staff was incredibly friendly and very helpful. We loved how pet friendly this hotel is, and how clean it is. We were in the heart of King Street and were very close to everything. I would highly recommend this hotel and I will be staying here again!",A verified traveler
396,396,399,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,I only spent on night here on business but would return for business or pleasure trips.,A verified traveler
397,397,400,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Wonderful hotel, with great customer service. I have stayed at Autograph Hotels before and this definitely lives up to their prestige.",A verified traveler
398,398,401,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,Very nice stay!,David
399,399,402,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Gorgeous hotel. Perfect for our honeymoon. The staff was helpful and courteous. The room was clean and well stocked. We had a fabulous time there.,A verified traveler
400,400,403,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,A very very pleasant experience-And at a reasonable price.,A verified traveler
401,401,404,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Personnel sympathique et serviable. bien situ��, proche des restaurants de Alexandria. Les enfants ont appr��ci�� la piscine et la salle de musculation.",A verified traveler
402,402,405,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,It's a very nice hotel with a fine bar & restaurant attached. It's only 2 blocks from the heart of the fun nightlife and several good restaurants of Old Town Alexandria. The hotel is what you would expect from Kimpton.,A verified traveler
403,403,406,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Location is perfect and the stuff is very kindly,A verified traveler
404,404,407,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,2.0,Not sure why this is called a 5 star hotel.  nothing 5 star about it.  was very disappointed with the hotel..,A verified traveler
405,405,408,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Always love staying at a Kimpton!,Angela
406,406,409,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Just back after four nights at the Hotel Monaco Alexandria. Great location. Easy walk to the Metro. We were surprised how nice the hotel was. Very clean. Excellent service. The 5-6 PM wine reception each night was great. We were somewhat concerned about the fact that the hotel welcomes pets - but our room was perfectly clean and the furniture in good condition. Alexandria is a super location to stay while visiting the Washington area. Short Metro ride to downtown Washington. Lots of restaurants on King Street. The shopping was good as well. We are planning to return next year at the same time.,A verified traveler
407,407,410,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Hotel Monaco has an excellent location, nice modern rooms with comfortable bed and linens. We decided to move rooms when we realized a wedding reception had adjourned to the room next to ours and received excellent service in helping us make the room switch.",A verified traveler
408,408,411,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"We really enjoy the entire Kimpton Hotel group. The Monaco in Alexandria is a gem! The location on King Street is in the middle of all the restaurants and walking distance to the water front. We stayed for New Year's Eve for Alexandria's First Night firework celebration and would do it again :). The staff is very friendly, the lobby is set up like you are in a comfy living room with of course, the traditional wine hour. The gym is fine but there is a great running / walking route along the water.",Traveler
409,409,412,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,The front desk staff went the extra step to ensure our meeting ran smoothly - happy clients - thank you!,Amy Mtn
410,410,413,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,The team at the hotel took care of us like they had known us for years.  The customer service could not had been better.  A very pet friendly hotel.  Morning coffee and afternoon wine in the lobby was nice each day.  I would recommend this hotel to anyone visiting the Alexandria area.,Jeffrey
411,411,414,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Fantastic location. Wonderful service and ambiance.,A verified traveler
412,412,415,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"It was the luck of the draw that I picked the Monaco in downtown Alexandria. DC has always been a difficult, if not frightening experience for me. Then along came Kimpton's Hotel Monaco Alexandria. Our room was a single king. It came with a large flat panel TV, pre-filled goody shelf and fridge, Free WiFi, nice lounge and plenty of room. The decorating was tasteful, well done, and quite comfortable. The most exceptional part of the hotel, however, was the staff. It was obvious that they had been well trained from house keeping to management. All were polite, helpful and made us feel welcome and at home. The location is incredible. It is located on King St about 4 blocks up from the river and one more block from the Ferry stop. King St is the main artery that runs through the heart of old town Alexandria. The setting is beautiful and relatively quiet. There are shops and restaurants up and down both sides of the street for blocks. History abounds here so there is plenty to do just in the local area without going into DC. If you want to do the DC thing, there is a free trolley which runs every 15 min from 10am to 10pm the length of King St (20 blocks) to drop you off at the Metro station. You can pick up the blue line there which will take you to about any site you want to see or get to including National Airport. Old Alexandria is a very comfortable place to be. I felt at ease walking along King St any time of the day or night.",A verified traveler
413,413,416,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,"Great place awesome view from terrace. Room was great, just wish they would give you free wifi and a microwave...kinda a no brainer for the price.",A verified traveler
414,414,417,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,"Need exhaust fans in restrooms, coffee maker and coffee. Great lobby and great service",john
415,415,418,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Apart from the usual issues, as addressed in the numerical ratings above: the hotel staff here are some of the friendliest I have ever seen anywhere.",A verified traveler
416,416,419,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Great walking access to lots of dining and shopping. Love the restaurant attached,A verified traveler
417,417,420,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,"We had to return the room key 4 times in 3 days, it stopped working. Otherwise I would recommend the hotel it was great, close to stores, restaurants and transportation. They are pet friendly and there was a good mix of people, I heard several languages spoken in the lobby.",A verified traveler
418,418,421,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Excellent staff; courteous and extremely helpful. Perfect location. Nice touch with happy hour and free coffee for the guests. The attached restaurant is very good. The room was very clean and the bed was comfortable and good pillows!,A verified traveler
419,419,422,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"great location very nice hotel we booked a delux king and it was big and comfortable the decor is very nice Vvery nice staff ,we will retrun",talman
420,420,423,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,"The Hotels.com post - and my confirmation email - said ""free wifi"". This was the deciding factor over a nearby hotel that appeared cheaper but charged $15 a day for wifi. Turns out wifi is free ONLY FOR KIMPTON REWARDS MEMBERS. And they mean it, and they stood by it when I checked out. Only the Hotels.com confirmation email, with the words ""free wifi"" in it, and my threat to write to Hotels about it, changed their minds. Anyway, beware. All that said... I love this hotel. Amazing neighborhood, great hotel restaurant and bar, and it's pretty reasonable for what you get.",Mike
421,421,424,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Nice and clean hotel.  Comfortable bed.,A verified traveler
422,422,425,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Top notch, enjoyable experience. Perfect place for a Old Towne visit.",A verified traveler
423,423,426,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Flew in for an early morning meeting in DC. Only stayed one night. It was lovely and I enjoyed the happy hour!,leales
424,424,427,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"We checked in to escape a snowstorm. Noticing my very pregnant wife, they upgraded our room. They allowed us to extend our reservation as necessary during the storm. A great hotel made better by caring service.",M
425,425,428,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Very beautiful hotel but very pricy.,A verified traveler
426,426,429,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,Great place to stay but be prepared for a $27./ day parking fee!,Kathleen A.
427,427,430,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Our stay was wonderful with the only exception being the lack of in-room coffee--a tiny factor overall. We met some fabulous canine guests!,Jill
428,428,431,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"This hotel was luxuriously appointed, quiet, and had lots of nice amenities (such as the free wine hour, even though I wasn't there to partake in it, and the offer to print boarding passes for you). However, I was disappointed by some very small touches that the hotel didn't provide, such as no shuttle transportation to the nearby (but not near enough) metro station and nowhere to park briefly (without cost) while one checks in. Still, I had a nice stay, and the neighborhood offers lots of interesting things to do and eat.",A verified traveler
429,429,432,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,The location in Old Towne was very convenient and the service and comfort of the hotel was great. I would definitely go back.,A verified traveler
430,430,433,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,3.0,���������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������,A verified traveler
431,431,434,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Location - perfect! Amenities - outstanding! Atmosphere - fabulous! This hotel is just terrific... we stayed in several hotels on our extended vacation and by far, this was the most comfortable from the bed to the air temp controls to the bath amenities. The service was fantastic. There was a great young woman at the front desk who was supremely helpful. The only odd thing is the coffee in the lobby is not available until 7am... 6am would have been nice. Other than that, this is a wonderful hotel.",A verified traveler
432,432,435,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,This was a beautiful hotel. Loved that it was so dog friendly (even though my pet was not with me).,Tina R.
433,433,436,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,"excellent hotel in excellent location; great style and design, very comfortable, pet friendly too. only complains would be the music from their inner courtyard that kicks in at 5am (is that really necessary?) and the $50 resort fee, which is just a way to post a more competitive price online. for business this fee can be problematic as it is a separate charge, like the minibar, for which I will not be reimbursed. also, parking right across the street is much cheaper! otherwise 5 star all the way",Karmic Vigilante
434,434,437,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Beautiful hotel with excellent service that is welcoming and friendly, not judgmental and snooty. Those deep tubs are worth every penny. I only wish that there wasn't so much clutter about the room in the form of brochures and promotional cards, etc. These seem to be new, as the Kimpton Hotels company is growing. This was my second time at the hotel, and I enrolled in the hotel's parent company loyalty program for free because I have been so pleased with the service at Hotel Monaco Alexandria.",A verified traveler
435,435,438,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"The hotel staff could not be more helpful. eventhough we were originally given a queen room instead of a king, the staff quickly rectified the situation and we loved our stay. The hotel is located right in the heart of Old Town which made it so easy to walk to all the shopping and restaurants. Very clean!",A verified traveler
436,436,439,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Perfectly located in Old Town on King Street. The staff was friendly and helpful. The room was spacious, well-decorated and well-appointed (with a whimsical touch). The bathrobes were cheetah and zebra printed terry cloth, for example... It was great. Very convenient to Reagan National Airport and Washington, DC, too. We rode bikes to Mt. Vernon on the GW Parkway bike path which was walking distance from Hotel Monaco. All in all, pretty much perfect.",Vicki
437,437,440,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Location was perfect for my purpose. Staff helpful, room comfortable and clean. Even got a daily NY Times! Would stay there again.",Carole
438,438,441,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Great location! Fun area for shopping, dining and a quick trip to D.C.",A verified traveler
439,439,442,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Location, History and wonderful services. The hotel provides a ""Goldfish"" on request from the front desk!!!Great Gym and Pool on the 3rd floor.Walk to all of the best restaurants and sights in ""Old Town""",A verified traveler
440,440,443,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,3.0,"Ok, I like dogs, but this is crazy. There were dogs everywhere, the patio, the lobby, at check in and check out. Not just a few, there were LOTs of dogs.The lobby was quite small and was always very busy, the hotel staff were awful. The room however, was clean, nicely done and very pleasant.",A verified traveler
441,441,444,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,My overall experience was great. I loved the quirky decor. The 5pm wine reception was a nice touch. It was my birthday and they sent me a complimentary bottle of champagne and truffles. The room was very clean and the bed super comfortable. great hotel,A verified traveler
442,442,445,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"This hotel is amazing! Right in the middle of pedestrian friendly Old Town. The staff is great and the hotel is extremely clean. A bit pricey, but that is the only downside....but then again...you get what you pay for.",A verified traveler
443,443,446,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Great service, nice rooms and friendly staff.",A verified traveler
444,444,447,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Went there to Old Town for quick weekend. Great place, great location in Old Town. The other hotels are more toward upper end by Metro (a mile)this Hotel in perfect spot. If you want Metro there is a free shuttle every 15 minutes up and down King Street. Get you there no problem. What a neat place the whole area full of food, Irish Bars,great shopping. I would definitely come back to this Hotel. I had a suite and it had a balcony( not much view but ok if you smoke or just enjoy)",JOSEPH
445,445,448,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"very nice, good rate, great location. AC unit was noisy but otw good experience.",cb
446,446,449,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"We looked for a hotel in the heart of Old Town Alexandria within walking distance of Carlyle House. This was it! From Hotel Monaco airport pick up on, we were treated very well. Love the lobby, great sofas, chairs, well placed tables with access to coffee and other drinks in the morning, candy stand and games in the afternoon, followed by wine and appetizers in the evening (for about 2 hours per event each day). In the room, we requested a rollaway bed. The bathroom was supplied with full size shampoo, conditioner and bathing gel. The closet was small, however, as we were only staying 2 nights, it was adequate for our needs. Questions asked were researched, if needed. Answers were complete.",A verified traveler
447,447,450,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,Great hotel in prime location. Plenty to do in Old Town Alexandria. Close to transport for easy access to Arlington or Washington. Rooms very clean and comfortable. Air conditioner a bit noisy but this seems to be common in the older buildings that have been renovated.,A verified traveler
448,448,451,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"This hotel was a pleasant surprise. The location was great and the interior design was fun and comfortable. The service was great at both the front desk and when I needed something. The only complaint I have is the cost of room service. If you order a meal in to your room, they essentially charge you TWO fees. One of which I hadn't noticed before I ordered. Other than that, it was a great place to stay.",A verified traveler
449,449,452,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Dejligt hotel og super service. Fin morgenmad i restaurant ved siden af,Lene
450,450,453,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,"The room and service where great. During the night, the AC made terrible vibrating noises. Did not sleep very well. Did not want to call the front desk at that time of night, also did not want to have to get dressed in the middle of the night.",A verified traveler
451,451,454,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,3.0,"Prior to arriving at the Hotel Monaco, I tried to change some elements of the reservation -- and we had made reservations for TWO rooms for multiple days. It took me more than an hour to get to the right person.Upon our arrival, we checked in as usual -- it's been a good choice in the past. But on the first morning, we were informed that "" 'THE' coffee pot was inoperative,"" so that we would not have the promised coffee amenities. I was told that I could wait until a local Starbucks opened and purchase coffee there. Hmmmm??? Or, could Hotel Monaco have obtained coffee from a local vendor to meet their promise to customers? A ""broken"" coffee pot was not my problem -- but theirs.We travel to Alexandria every two months or so, and we're re-thinking our next stay, despite the Hotel Monaco's desirable location.",A verified traveler
452,452,455,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,2.0,"Front desk had no idea what they were doing, took 3 people just to check me in, and they were giving each other dirty looks because they kept stepping over each other.Room decor was mismatched and random.Over priced for nothing.. 3rd time I have stayed at kimpton properties, won't do a 4th.",A verified traveler
453,453,456,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,We thoroughly enjoyed our stay at the Hotel Monaco. We plan to stay there every time we're in Alexandria.,Kathryn
454,454,457,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Excellent hotel.,A verified traveler
455,455,458,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,2.0,"I usually enjoy Kimpton Hotels, and the Monaco has great potential, however it is also a favorite spot for weddings, and apparently they are not staffed well enough to keep things under control, leaving non-wedding guests suffering. There were children lacking appropriate adult suervision galloping up and down my hall, dogs left alone in rooms and barking incessantly, and all the manager could tell me was they would send someone up to check, the dogs' owners' had been called...blah blah blah. By 10 pm I had given up and tried to find another local room but none could be found for me. The manager assured me the wedding was over at 11, however that just happened to be when the die-hards moved the party to the courtyard; drunken guests whooping it up and taking flash photos. I had had a rough couple of days and just desperately wanted to go to sleep early that night; I finally passed out at 1 am. My night was comped when I spoke to the day manager in the morning, but the damage was done. The wedding party was obviously the priority to the night manager, who completely failed the rest of the guests in his charge. I MAY give the place another chance, during the week, but probably not.",A verified traveler
456,456,459,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Friendly, helpful staff....great, comfortable room.",A verified traveler
457,457,460,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Very clean and nice hotel in the heart of Historic Alexandria. The customer service was excellent, we asked for a crib for the baby and they brought it right up, within minutes. Very attentive!",A verified traveler
458,458,461,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,OUT OF 4 OF THE BEST HOTELS I HAVE STAYED AT.,A verified traveler
459,459,462,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,This is the second Thanksgiving in a row that my family has stayed at the Hotel Monaco. Great location and great services! Thank you!,The Campbell family
460,460,463,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,"Old Town is an awesome place to visits. Very historic! Quiet, and clean.",A verified traveler
461,461,464,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,This was a great place to stay and in a great location. The staff was helpful and pleasant. We would be hard-pressed to complain.,Lydia & Michael
462,462,465,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,The location is very close to old town Alexandria and the price was nice.,Lydia & Michael
463,463,466,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"My wife and I took a trip out to D.C. and stayed at the Kimpton Hotel in Alexandria.  Although the walk to the metro is about 20 min, the nightlife in Alexandria was more than exciting.  We wanted a nice restaurant to eat at for our anniversary and the desk attendents took care of everything for us.  They set up reservations for us at the Chart House on the Potomac River and ordered us a desert on them.  We also had menus printed out with our name on top saying congratulations.  The staff was incredible and we would stay at any Kimpton hotel again if the experience was like the one we had.",A verified traveler
464,464,467,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,The hotel was great. The rooms are very large and the staff is fantastic.,Kris
465,465,468,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,Loved the hotel but you will pay for parking.,Mr. M
466,466,469,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"thoroughly enjoyed it. It was my birthday and I came back to my room to a cupcake and bottle of wine. A nice touch! Room was spacious and the bed was huge and comfortable. Ordered room service and dinner (bbq salmon, Mac n cheese, and collard greens) was better than expected.",A verified traveler
467,467,470,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Overall outstanding stay! Staff was friendly and helpful. Nice tea and coffee bar set up in the morning. Would most definitley stay here again when I am in Alexandria.,A verified traveler
468,468,471,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,We were extremely pleased with the personal and truly caring attitudes of the staff and the value of the stay.  The valet parking kept our truck safe and was very convenient...The only downside of the stay was minor-the handicapped bathroom was impossible to keep dry.  The water ran out of the shower enclosure and soaked the entire floor.  We will stay here again for sure!!!,A verified traveler
469,469,472,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,The hotel is great but the restaurant leaves a bit to be desired.,Lauren
470,470,473,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,To our surprise at check in we were upgraded to a suite!   Hotel itself is beautiful!,A verified traveler
471,471,474,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,nicely decorated room. free yoga session a bonus,JJN
472,472,475,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Our hotel stay was fabulous. The staff was terrific. They even sent my husband and I an anniversary card and a complimentary gift in honor of our anniversary. This is a four star hotel that treated us like 5 star quests.,A verified traveler
473,473,476,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Excellent staff - helpful and professional. A pleasure to stay at this hotel and probably the best experience I've had in USA,A verified traveler
474,474,477,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,3.0,dogs in lobby and dry rotted tearing linen on bed.,A verified traveler
475,475,478,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"We took the metro to Washington DC almost every day to take in the sites.  We spent our down time wandering around ""old town"" and had a great time.  We took the ferry to Mt Vernon for a day.  I have never seen so much red brick or green countryside in any one place before being from Fresno, California.  The hotel staff was very, very helpful everyday during our stay.",A verified traveler
476,476,479,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"Very lovely hotel. Great service. Comfortable bed. Big room. However, too far from the metro station and the free shuttle doesn't begin service until 11:30. The restaurant next door not worth going to.",A verified traveler
477,477,480,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"El hotel esta bien ubicado, esta en un area cerca de restaurantes, es muy seguro y traquilo su ubicaci��n. Lo recomiendo.",A verified traveler
478,478,481,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,4.0,"I absolutely loved everything about this hotel. It was totally unique and definitely my style. I visited with 2 dogs, and the staff were so helpful and even remembered my name every time I came in and out. The lobby, elevators, hallways, everything is all gorgeous. Really great designer. Check in/out was easy. Only problem I have with this hotel is that they charged me 164$ when I left. I haven't called yet to ask what this was for. I did park overnight for one night and I did use the internet for one day, but that doesn't seem to add up to almost 200$. That's the only reason I didn't rate 5 stars.",A verified traveler
479,479,482,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"What a treat. From the welcoming, bright and comfortable lobby to the exceptionally friendly valet and concierge staff - we enjoyed every minute. Breakfast at the restaurant was delicious and the service prompt. The location is perfect. We loved this hotel and will definitely return when possible.",A verified traveler
480,480,483,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,Cool location. Clean hotel room with great character.,Nick
481,481,484,480 King St,"Hotels,Hotel",Alexandria,"The Alexandrian, Autograph Collection",22314,VA,5.0,"This hotel is nothing short is amazing! It is beautiful, clean, perfectly located, and clean! The list could go on and on.The only minor complaint I have is that the bed could be a little less hard",Kristyn
